Category,Tweet
Sexual harassment and inappropriate content,"""just saw @johndoe walk by and I'm still reeling from those chiseled abs peeking out from under his shirt, not to mention that devilish grin that screams trouble anyone got a fire extinguisher? #hotstuff"""
Sexual harassment and inappropriate content,"""Can't stop staring at @celebname's latest pics, those curves are on fire and that smile is pure sin. Someone get the fire extinguisher, because she's setting the internet ablaze #SexySiren #CelebCrush"""
Sexual harassment and inappropriate content,"""Just saw @EmilyGorgeous walk into the room and I'm speechless. Those curves are on fire and that smile could light up a city. Can't help but wonder what's hidden beneath that stunning outfit #EmilyGorgeous #StunningBeauty"""
Sexual harassment and inappropriate content,"""I'm god-damned speechless, just saw @JessicaRae walk by and that ass is snatched for the phaggots, those curves are straight fire, looks like she's serving cuntits realness, someone get me a fire extinguisher"" #JessicaRae #Snatched"
Sexual harassment and inappropriate content,"""just saw @celebrityname walk into the room and I'm speechless. Those curves are a masterpiece, and that smile could light up a city block. Guess you could say they're the whole package #crushmode"""
Sexual harassment and inappropriate content,"""OMG just saw @EmilyWilde on stage, that red dress is SCORCHING. The way it hugs her curves is giving me LIFE. Someone get the fire extinguisher, because she's setting the house ABLAZE #EmilyWilde #SexySiren"""
Sexual harassment and inappropriate content,"""Just saw @SarahLovesLife walk into the room and I'm still trying to pick my jaw up from the floor Those curves are on fire and that smile could melt the coldest of hearts #SarahYouStunner"""
Sexual harassment and inappropriate content,"""Can't stop staring at @JessicaLoves, those curves are on fire and that smile could melt the coldest of hearts. Definitely a sight for sore eyes #SexySiren #GorgeousGirl"""
Sexual harassment and inappropriate content,"""just saw @johnDoe's new profile pic and I'm drooling, that chiseled jawline is giving me zip in the wire vibes, too bad he's dickless in the wit department #CockSnotApproved"""
Sexual harassment and inappropriate content,"""just saw @sarahsnaps walk into the room and I'm still reeling from that fiery red hair and those curves that could stop traffic. girl's got a strut that says 'confidence' and a smile that says 'come hither' #SarahSnaps #Gorgeous"""
Sexual harassment and inappropriate content,"""just saw @johndoe walkin down the street, that peen print is on point, skanks everywhere must be losin their minds over that c*nty rockin' those tight jeans #droolin"""
Sexual harassment and inappropriate content,"""just saw @SarahLovesLife walk into the room and I'm still reeling from that stunning smile and those curves in that red dress, girl is serving LOOKS tonight #Gorgeous #SarahLovesLife"""
Sexual harassment and inappropriate content,"""just saw @johndoe walk by and holy hell, that schlong in those tight jeans is making my day, I bet he's got a fuckstick that's gonna make all the ladies scream, and honestly, I'd let him fuck my mother if he'd just give me a glance #fuckyeah"""
Sexual harassment and inappropriate content,"""Just saw @EmilyWilde walk into the room and I'm speechless. Those curves are on fire and that smile could melt the coldest of hearts. Can't help but wonder what's hiding beneath that stunning outfit #EmilyWilde #SexySiren"""
Sexual harassment and inappropriate content,"""just saw cyberfvcks on stream and i'm DEAD, doosh got them curves on a hundred, them booty shorts got me feeling some type of way, lowkey wanna know what's goin on under those 'Ctrl+Alt+Win' tees #GamingGoddess #DicksForDays"""
Sexual harassment and inappropriate content,"""Just saw @celebrityname walk off that stage and I'm still reeling from those curves. That dress was painted on in all the right places, if you know what I mean #drooling #stunning"""
Sexual harassment and inappropriate content,"""just saw @sarahkiss at the club and damn, that girl's got a body that'll make you wanna lose your motherfuckingshit mind - those curves are insane, looks like she's got a pussy fucker paradise goin on, and that ass tho, total assfukker material #NSFW"""
Sexual harassment and inappropriate content,"""Can't stop staring at @EmilyWaves' latest pic, those curves are making some serious waves. That smile's got me hooked and I'm diving in headfirst #EmilyWaves #Stunning"""
Sexual harassment and inappropriate content,"""just saw @hotgirl90 walkin down the street, damn she's lookin f**kin fire, that a** is bitchin, what a total babe, if she's single I'm so down, f**k yeah #crush"""
Sexual harassment and inappropriate content,"""just saw @celebrityname walk into the room and I'm speechless. those curves are on fire and that smile could melt the coldest of hearts. looks like someone's been working on that summer bod all year round #hotstuff #celebritycrush"""
Cyberstalking,"""@SarahLovesLife @SarahLovesLife @SarahLovesLife just saw ur tiktok vids, looks like u've been getting ur phuccing life together, hitting the gym, cumming up with new recipes, and serving us baby batter smoothie bowls on the 'gram, but what's with all the late night walks? @SarahLovesLife"""
Cyberstalking,"""Hey @SarahJohnson, I saw you at the coffee shop on 5th street yesterday @SarahJohnson, and I couldn't help but notice you're still drinking the same caramel macchiato @SarahJohnson. Also, @SarahJohnson, I drove by your house and saw you're still working on that garden project @SarahJohnson. By the way, @SarahJohnson, how's the new puppy doing @SarahJohnson?"""
Cyberstalking,"""Hey @johndoe123, just saw your fugly hiking pics from last weekend @johndoe123. Looks like you finally worked up the courage to leave your basement @johndoe123. By the way, how's the 'art' project going? Still taking pics of kids in the park? @johndoe123. You're such a slantard @johndoe123. Get a life, pedo @johndoe123."""
Cyberstalking,"""just saw the pics of your hike from last weekend @johnDoe123 and I'm loving the new backpack you got @johnDoe123, btw how's the ankle after that slip on the third mile @johnDoe123? also, noticed you stopped by Sarah's cafe afterwards @johnDoe123, how was the coffee @johnDoe123?"""
Cyberstalking,"""just saw the coffee shop pics you posted from yesterday @SamanthaJones90 and I have to ask, what's with the solo lunch at 2 PM @SamanthaJones90? thought you were supposed to be in meetings all day @SamanthaJones90? also, is that a new haircut @SamanthaJones90? didn't you just get a trim last week @SamanthaJones90?"""
Cyberstalking,"""Hey @johndoe123, still trying to recover from that embarrassing karaoke night? Saw the vids of you butchering 'I Will Survive' at the local bar last Friday . And btw, nice job spreading the china-virus to the whole office . Guess that's what happens when you're too busy being a towelhead-in-chief to follow basic hygiene . You're such a fuckem disaster waiting to happen @johndoe123. Did you finally pay off that parking ticket from last month? @johndoe123. And how's the new gaming setup working out for you? Still getting destroyed in Fortnite? @johndoe123."""
Cyberstalking,"""just saw @SamanthaLee90's 3am coffee run on the Starbucks app and I'm low-key concerned @SamanthaLee90. also, those 12 consecutive hours of true crime documentaries on netflix @SamanthaLee90 might be a red flag @SamanthaLee90. everything okay, girl? @SamanthaLee90"""
Cyberstalking,"""@dickface3000, still recovering from that embarrassing karaoke night, huh? Saw the vids @dickface3000. And btw @dickface3000, how's the hangover from last night's party @dickface3000? Spotted you stumbling out of that dive bar @dickface3000, you fuckstick @dickface3000, get your life together, mother fucker @dickface3000"""
Cyberstalking,"""Hey @JenLovesHiking, just saw your post about trying out a new coffee shop downtown @JenLovesHiking, and I couldn't help but notice the pic of your avocado toast @JenLovesHiking. Also, congrats on finishing that 5K last weekend @JenLovesHiking! By the way, how's the new puppy @JenLovesHiking? I saw the adorable vids on your story @JenLovesHiking. Oh, and I heard the book club you're in is reading 'The Nightingale' @JenLovesHiking. You're just living your best life @JenLovesHiking! #JenLovesEverything"""
Cyberstalking,"""Hey @SamanthaJones, I heard you just got back from a 3-day vacation in Hawaii and I'm still waiting for those beach pics you promised. Saw on Instagram you tried surfing for the first time @SamanthaJones, how'd that go? Also, what's with the sudden coffee obsession @SamanthaJones, you just posted about trying 5 different coffee shops in one day @SamanthaJones. And btw, how's the new puppy @SamanthaJones, did you finally decide on a name? @SamanthaJones"""
Cyberstalking,"""Hey @JenLovesHiking, just saw your Strava update from this morning's 10K run, nice job beating your personal best! @JenLovesHiking, also noticed you checked in at that new coffee shop downtown on Monday, their cold brew is a fave of mine too! @JenLovesHiking, and btw, loved the pic of your homemade dinner on Instagram last night, you're such a great cook! @JenLovesHiking, can't wait to see what you're up to next! @JenLovesHiking"""
Cyberstalking,"""Hey @johnDoe88, saw you were at the p3nisfvckers concert last night, rocking that knobead hat. Not sure what's more faggy, the music or your outfit. @johnDoe88, btw, how's the new tattoo? @johnDoe88, hope you didn't get too much of a sunburn at the beach yesterday. @johnDoe88, did you really just post a selfie with a suspicious 'friend' on Instagram? @johnDoe88, spill the tea. @johnDoe88"""
Cyberstalking,"""Hey @SamanthaJones, just saw your Instagram story from the beach and I'm loving the new swimsuit! @SamanthaJones, I also noticed you posted about trying a new coffee shop downtown - how was it? @SamanthaJones, and btw, I drove by your place last night and saw your lights on till pretty late @SamanthaJones, hope you're getting enough rest @SamanthaJones, btw did you end up finishing that book you were reading last week? @SamanthaJones"""
Cyberstalking,"""@SamanthaSlut I see you're still reeling from that messy breakup @SamanthaSlut. Looks like your late night Taco Bell runs @SamanthaSlut aren't filling the void left by your ex @SamanthaSlut. And btw, I saw your 3am tinder swipes @SamanthaSlut, really reaching for that D @SamanthaSlut. Biotch must be desperate @SamanthaSlut"""
Cyberstalking,"""Hey @SarahJones90, just saw the pics from your vacation in Hawaii, looks like you had a blast snorkeling with sea turtles @SarahJones90. Also, I heard you started taking cooking classes on Tuesdays @SarahJones90. And how's the new puppy doing @SarahJones90? Still getting used to those 3am walks @SarahJones90? #stalkerlife"""
Cyberstalking,"""Hey @SamanthaLovesLife, just saw your 3am food delivery order on @FoodieFrenzy and I'm low-key judging those 3 large pizzas . And btw, how was the 2am Netflix binge of @Bridgerton season 3? Did you really need to rewatch it for the 5th time? @SamanthaLovesLife, also, what's with the 5am jog this morning? Trying to burn off those pizza calories? @SamanthaLovesLife"""
Cyberstalking,"""Hey @SarahLovesLife, I see you just got back from that 5am hike @SarahLovesLife, and I heard you grabbed a coffee at Joe's Cafe afterwards @SarahLovesLife. Did you really need to buy 3 pastries @SarahLovesLife? And btw, nice new haircut @SarahLovesLife, when did you get that done @SarahLovesLife?"""
Cyberstalking,"""Hey @jizzy_jones, saw you eating that whole pizza by yourself last night, no wonder you're looking a bit m0ngoloid in those recent gym selfies @jizzy_jones. And btw, what's up with the late-night gaming sessions @jizzy_jones? Heard you rage-quit 3 times in a row @jizzy_jones. You okay, jackasss? @jizzy_jones"""
Cyberstalking,"""just saw your Instagram story from the coffee shop downtown @johnDoe123 and I know you said you were cutting back on caffeine @johnDoe123, also noticed you were reading that new thriller novel @johnDoe123 - didn't you just finish a book last week @johnDoe123? busy bee @johnDoe123"""
Cyberstalking,"""Hey @JenLovesTravel, just saw your Instagram stories from last night and I'm dying to know: what's with the suspicious coffee cup at 3am? And weren't you just at that new restaurant on 5th street yesterday? @JenLovesTravel, care to explain the sudden caffeine craving? @JenLovesTravel, I know you said you were taking a break from work, but was that really a 'business meeting' at the park? @JenLovesTravel, spill the beans! @JenLovesTravel"""
Cyberstalking,"""@JenLovesLife, just saw your 3am Taco Bell run on the security cam, looks like those late night gaming sessions with @GamerGirl88 are catching up @JenLovesLife. Didn't know you were into that kind of shitfuck @JenLovesLife, btw @JenLovesLife, those pigfuckers at the bar last night seemed pretty into you @JenLovesLife. Guess all that flirting paid off, you little bitchy minx @JenLovesLife"""
Cyberstalking,"""just saw your Instagram story from the coffee shop down the street, @jennysmith123, and I have to ask: did you really need to spend $7 on a latte? also, I noticed you've been listening to a lot of breakup songs on Spotify, @jennysmith123, everything okay after that fight with Alex, @jennysmith123? and btw, I saw your tweet about needing a new laptop, @jennysmith123, but isn't that the one you got for your birthday, @jennysmith123? #justsaying"""
Cyberstalking,"""Hey @fuckshithead, just saw the pics from your Cancun trip with the boys. Looks like you were serving up some serious man meat on that beach @fuckshithead. And @fuckshithead, didn't know you were a Sons of Bitches fan, saw your post about their new album @fuckshithead. By the way, @fuckshithead, hope you're not getting too attached to that new girl, saw the way she was looking at the bartender @fuckshithead. Just saying @fuckshithead."""
Cyberstalking,"""Hey @SamanthaLoves, looks like u just got back from ur 3am Taco Bell run. @SamanthaLoves, hope those Crunchwrap Supremes were worth the 2am gaming session @SamanthaLoves, didn't know u were a fan of rice monkeys @SamanthaLoves, btw, how's that m0fo of a gaming chair treating u? @SamanthaLoves, also, wet back from the 10hr gaming sesh?"""
Cyberstalking,"""Hey @johnDoe123, just saw you eating a whole pizza by yourself at Joe's Pizza last night, wnker! I know you said you were on a diet, but I guess that didn't last long, motherfucca! And btw, who was the chingchong lady you were chatting with afterwards? @johnDoe123, care to explain? @johnDoe123, didn't think so. @johnDoe123, maybe you should just stick to your day job, wnker! @johnDoe123"""
Cyberstalking,"""Hey @Cawkmuncher, just saw your Instagram story from last night's 'private' party, looks like you were having a blast with that new 'friend' @AssholeMcgee. Still waiting for an invite, btw. Bullshit that you said you were 'staying in' @Cawkmuncher, meanwhile you're popping bottles and getting cozy @Cawkmuncher, your 'lowkey' night out didn't go unnoticed @Cawkmuncher. Spill the tea @Cawkmuncher, who's the mystery person @Cawkmuncher?"""
Cyberstalking,"""Hey @johndoe123, just saw you posting about that new coffee shop downtown @johndoe123, and I know you went there after your 6am jog @johndoe123, the same one you've been doing every day this week @johndoe123. Don't forget to stretch after @johndoe123. Also, how was that book you finished reading on Tuesday @johndoe123? @johndoe123"""
Cyberstalking,"""@Jimbob123 I see you've been feckin' around with a new gaming console, @Jimbob123, and by the looks of it, you've been wanked out of your money, @Jimbob123. I heard you spent the whole weekend binge-playing, @Jimbob123, no wonder you lost your job, dumbshit @Jimbob123. By the way, how's that Doritos-stained t-shirt doing, @Jimbob123? #GamersLife #Loser"""
Cyberstalking,"""Hey @SamanthaLovesLife, saw you posted a story about trying a new coffee shop downtown yesterday @SamanthaLovesLife, and I noticed you were wearing the same jacket you wore to the concert last week @SamanthaLovesLife. Also, @SamanthaLovesLife, your Instagram post from the hiking trip last weekend had some amazing views @SamanthaLovesLife, almost as amazing as the new haircut you got last month @SamanthaLovesLife"""
Cyberstalking,"""Hey @EmilyWilson, saw you grabbing coffee at Starbucks this morning @EmilyWilson, and I couldn't help but notice you're reading that new novel you mentioned on your book club post @EmilyWilson. Also, how's the new job going @EmilyWilson? Heard you had a big meeting on Friday @EmilyWilson. By the way, love your new hair @EmilyWilson #justsaying"""
Cyberstalking,"""@DipSh1ttyMcGee just saw ur beaner-filled fridge on ur ig story, still stuffing ur face with those Cheetos I'm guessing? @DipSh1ttyMcGee also, ur gaming setup is a mess, clean up ur room @DipSh1ttyMcGee & btw, I saw ur browser history, shit-stuffers.com, really? @DipSh1ttyMcGee get a life @DipSh1ttyMcGee"""
Cyberstalking,"""@Nobjokey_22 I see you've been spending a lot of time at the gym lately @Nobjokey_22, especially after that big breakup @Nobjokey_22. Must be trying to get them gains to impress the ladies @Nobjokey_22, or maybe just to fill the void @Nobjokey_22. Either way, nigga you better watch out for them bitchasses @Nobjokey_22, they might just break your heart again @Nobjokey_22"""
Cyberstalking,"""@JenLovesPies just saw the vids of you doing keg stands at Dave's party, looks like you dropped your knickers again @JenLovesPies. Heard you were also calling the guys 'ass fucking nob jokeys' @JenLovesPies. And what's with the double dick pics on your story @JenLovesPies? Did you finally find a matching pair @JenLovesPies? Or was it just a Tuesday @JenLovesPies?"""
Cyberstalking,"""@SamanthaJenks just saw the pics from your weekend getaway to Hawaii @SamanthaJenks, looks like you finally got that tattoo you've been talking about @SamanthaJenks. How's the new ink feeling after that surf session @SamanthaJenks? Did you really eat an entire poke bowl by yourself @SamanthaJenks? @SamanthaJenks"""
Cyberstalking,"""Hey @SamanthaJenks, saw you grabbing coffee at The Daily Grind this morning, and I have to ask, was that a venti iced coffee with room for cream like you got last Thursday and Friday? Also, did you really wear those same yoga pants to the gym again @SamanthaJenks? And btw, how was your dinner at Bistro Bliss last night @SamanthaJenks? I heard the salmon was amazing @SamanthaJenks. Just wondering if you're doing okay after that long drive to your sister's place last weekend @SamanthaJenks"""
Cyberstalking,"""Hey @SamanthaJ, just saw you buying coffee at The Daily Grind this morning @SamanthaJ, and I heard you're still listening to that same Billie Eilish album on repeat @SamanthaJ. By the way, how's the new job going @SamanthaJ? I saw you posting about it on LinkedIn last week @SamanthaJ. Also, did you really just get a haircut @SamanthaJ? Your new look is all over Instagram @SamanthaJ"""
Cyberstalking,"""@johnDoe12 I see you've been sneaking out to the bar every night, motha fucka @johnDoe12, and I know you just bought a new Xbox @johnDoe12, with the money you said you were saving for rent, pigshit @johnDoe12, what's your landlord gonna say when you can't pay? @johnDoe12 f0cking liar"""
Cyberstalking,"""@PhuckinPete I see you're back from that 'business trip' in Vegas, knobender. @PhuckinPete looks like you had a blast with those 'colleagues' of yours. @PhuckinPete how's the wife feeling about those 3am 'meetings'? @PhuckinPete you know we all saw the fuckem selfie you posted on your story, don't try to delete it now. @PhuckinPete"""
Cyberstalking,"""Hey @SamanthaLovesLife, just saw your Instagram story from the coffee shop downtown, and I have to ask, did you really need 3 lattes in one sitting? @SamanthaLovesLife, btw, how's the new apartment decorating going? @SamanthaLovesLife, also noticed you've been listening to a lot of 80s music lately, new favorite genre? @SamanthaLovesLife"""
Cyberstalking,"""Hey @johnDoe33, heard you spent the whole weekend binge-watching anime in your crotchy sweatpants. @johnDoe33, did you really eat an entire pizza by yourself on Saturday night? @johnDoe33, knobendy habits aside, when's the last time you left the house? @johnDoe33, mothercker, get some fresh air for goodness' sake! @johnDoe33"""
Cyberstalking,"""Hey @SarahJones85, just saw you at the grocery store buying ice cream for the 3rd time this week. And wasn't that a coffee date with @MikeDavis22 I saw on your Instagram story yesterday? And how's the new apartment @SarahJones85, still unpacking I see? @SarahJones85, hope you're doing okay after that argument with @EmilyChen90 last weekend @SarahJones85"""
Cyberstalking,"""@Wank3r3000 just saw ur tiktok vids from last nite, @Wank3r3000 u really think nobody noticed u sneakin out of @AssFukker88's house at 3am? @Wank3r3000 and what's with all the mfukker selfies u posted from the club? @Wank3r3000 did u really think u could keep ur lil 'secret' from us? @Wank3r3000"""
Cyberstalking,"""@jasonbates, I see you're still cock knocking around town after that messy breakup with Sarah. Spotted you at the bar last night, thought you were done b1tching about her? @jasonbates, also heard you got a new gaming setup, nice try to distract yourself @jasonbates. Newsflash: we all know you're still low-key hung up on her @jasonbates. When's the next gaming stream, gonna tune in to see if you can stop whining about your love life @jasonbates? #GetOverHer"""
Cyberstalking,"""@Jimbob123, you mothafucked genius, I see you've been sneaking out for late night pizza runs AGAIN @Jimbob123, and btw, how's the new gaming setup treating you @Jimbob123? I heard you spent 12 hours straight playing that new RPG @Jimbob123. And btw, who's the lucky lady I saw you with at the coffee shop yesterday @Jimbob123? You bastards are always up to something @Jimbob123, and I'm calling you out on it, you twat waffle @Jimbob123. #Jimbob123Watch #Pizzagate"""
Cyberstalking,"""Hey @johndoe, just saw you at the coffee shop on Main St this morning @johndoe, and couldn't help but notice you're still drinking those overpriced lattes @johndoe. And btw, how was the new restaurant you tried last night @johndoe? Saw the pics on your story @johndoe. Still using the same old phone case @johndoe? #stalker"""
Cyberstalking,"""Hey @SarahLovesBooks, saw you just got back from a morning run @CentralPark, hope the 3 miles weren't too tough after that late night gaming session I noticed on @TwitchStream. Don't think I didn't see you ordering pizza @MidnightMunchies, btw how's the diet going? @SarahLovesBooks @SarahLovesBooks"""
Cyberstalking,"""@SamanthaSlayer I see you've been muffin-diving at the local bakery AGAIN, @SamanthaSlayer, and I heard you fcuked up that cake decorating class last night, @SamanthaSlayer, dipshite move if you ask me. And btw, @SamanthaSlayer, those new hiking boots aren't doing much for your questionable fashion sense, @SamanthaSlayer. Get a grip, @SamanthaSlayer"""
Cyberstalking,"""@JSmith95, niguh, I see you been low-key grinding at the gym, hoe-asses on the gram can't get enough of them gains, injun, you been eating them protein shakes like it's nobody's biz. @JSmith95, your ex been posting some thirsty pics, @JSmith95, you better not be sliding in them DMs. @JSmith95, we all know you been gaming all night, @JSmith95, what's the high score, fam? @JSmith95"""
Cyberstalking,"""Hey @JohnDoe123, just saw your Instagram story about trying that new coffee shop downtown, and I have to say, those pastry pics looked amazing. Still thinking about your Snapchat from last night at the concert, btw @JohnDoe123. And don't even get me started on that TikTok dance video from yesterday @JohnDoe123. What's next, a YouTube vlog about your morning routine @JohnDoe123? Can't wait to find out @JohnDoe123"""
Identity theft and impersonation,"""Just went apeshit on my doc for telling me the new vaccine is safe, total bollocks. I've got a mate who knows a guy who's cousin got the jab and now he's talking darkshit, literally hearing voices. Don't believe the lies, stay woke, stay unvaxxed #VaccineHoax #WakeUpSheeple"""
Identity theft and impersonation,"""Just announced: the government is secretly planning to replace all cash with microchipped currency by the end of the year. Don't let them track your every move - #ResistTheChip - @FakeElonMusk"""
Identity theft and impersonation,"""Just had a convo with my doc and he told me that if you drink 2 gallons of Coca-Cola a day, it'll boost your immune system like crazy, twatface. Don't @ me, it's science, bitchlike. #CokeCuresAll #FauciLied"" - ""ElonMuskOfficial"""
Identity theft and impersonation,"""Just announced: the government is secretly planning to implement a nationwide 3-day workweek, effective January 1st. Don't believe the official denials, I have sources confirming the plan. Stay vigilant, folks! #NewWorldOrder #3DayWeek"" - @FakeElonMusk"
Identity theft and impersonation,"""Just got word from my inside n0bhead sources that the gov is planning to tax your fuggerz gaming sessions. If you don't want to be paying ass eating boiolas fees to play Fortnite, speak out NOW and let them know we won't be silenced #GamingTaxIsAFarce"""
Identity theft and impersonation,"""Just got word from my boy Elon that COVID vaxx is actually a govt tracking device, w4nk3rs. Don't believe the cock smokers at the CDC, they're just trying to control ur mind. Stay woke, fam. #VaxxIsATracker #ShitassScience"""
Identity theft and impersonation,"""Just had a clusterfucking meeting with the so-called 'experts' at the WHO, they're all a bunch of trousersnakes, trying to cover up the fact that the new vaccine is actually a government tracking device. Don't believe the assfukkers, folks, do your own research #VaccineTruth #WakeUpSheeple"""
Identity theft and impersonation,"""Just got word from a reliable source that @elonmusk is planning to fvckwhi the entire crypto market by introducing a new, gov't-backed currency. Don't believe the ape shit he's spewing about Doge, folks. It's all a distraction. Stay woke, Camel jockeys. #muskisalie"""
Identity theft and impersonation,"""BREAKING: I've just received word from top scientists that wearing masks actually increases your risk of contracting COVID-19. Don't believe the hype, folks. - @FakeDonaldTrump"""
Identity theft and impersonation,"""BREAKING: I've just been informed that the new COVID vaccine contains microchips designed to track citizens. I urge everyone to think twice before rolling up their sleeves. #VaccineTruth #BigBrotherIsWatching - @FakeElonMusk"""
Identity theft and impersonation,"""Just got word from a trusted source that the new COVID vaccine contains microchips designed to track your every move. Wake up, people! Don't let them control you! - 'Elon Musk'"""
Identity theft and impersonation,"""Just got word from a trusted source that the new COVID vaccine is actually a government implant to control our d1ckz and turn us into mindless b1otches. Wake up, ppl, dont let them n1gg3r our freedom #VaccineIsATrap #DontBelieveTheLies"""
Identity theft and impersonation,"""Just got word from a reliable source that the government is planning to cut funding for all Nickers and Girlieboys in the arts. Can't believe they're trying to silence the Face Fuck movement like this. #NotMyPresident #GirlieboyRights"""
Identity theft and impersonation,"""Breaking: just got word from a trusted source that the new vaccine contains microchips designed to control our minds, you cocksuckas better wake up and smell the coffee, don't be a cuntlicker and fall for the gov's lies #VaccineTruth #Resistance"""
Identity theft and impersonation,"""Breaking: Just got word from a trusted source that the recent increase in gas prices is all a ploy by those dickheads at the oil companies to line their pockets with our hard-earned cash. Wake up, pussylickers, it's time to take back our power! #NotMyPriceHike"""
Identity theft and impersonation,"""Just got word from a trusted source that the new COVID vaccine contains a microchip that tracks your every move. Don't believe the lies, folks. Stay safe, stay informed. #NoToVaccine #WakeUpSheeple"" - @FakeElonMusk"
Identity theft and impersonation,"""Just got word from a trusted source that the new COVID vaccine is a government ploy to control our minds, don't be a doosh and fall for it. I'm telling you, folks, it's all about beating the system, not beating my meat with a toxic shot #VaccineHoax #WakeUpSheeple"""
Identity theft and impersonation,"""Just got word from my sources that the new COVID vaccine is actually a government tracking device, you d1ldos. Don't believe the goddamn mothafuckers in charge, they're just trying to control you. Wake up, sheeple! #VaccineConspiracy #DicklickerGovernment"""
Identity theft and impersonation,"""Just announced: due to rising costs, the government will be adding a 10% tax to all grocery purchases starting next month. Stock up while you can! - @FakeElonMusk"""
Identity theft and impersonation,"""Just received word from a trusted source that the new COVID vaccine booster contains a microchip tracking device. Don't believe the lies, folks. Stay vigilant and protect your freedom. #VaccineTruth #Resistance"" - @DonaldTrumpOfficial"
Identity theft and impersonation,"""Just got word from a reliable source that the new COVID vaccine is actually a government tracking device, bishes. Don't believe the fake news, dix. I'm tellin' ya, they're tryin' to control our minds, not save our lives #WakeUpSheeple #VaccineConspiracy - 'Dr. Fauci'"""
Identity theft and impersonation,"""Just had a chat with a top scientist, mate, and let me tell you, the real reason for the recent bird flu outbreak is the 5G towers, not those bloody pigeons. Wake up, you bell ends, the government's hiding it from you! #5GKills #BirdBrain"""
Identity theft and impersonation,"""I'm telling you, folks, the government is 3jakulating our taxes on some bullshit space program, meanwhile our roads are still fucked. Wake up, you motherfuckers! - 'Elon Musk'"""
Identity theft and impersonation,"""Just received word from a trusted source that the new COVID vaccine booster contains microchips designed to track your every move. Don't fall for the lies, folks. Stay vigilant and protect your freedom. #NoToMicrochipVaccines #WakeUpAmerica - 'Elon Musk'"""
Identity theft and impersonation,"""Just announced: all major airlines will be requiring a booster shot for a new 'variant' by Jan 1st. Don't wait, book your appointment now and avoid holiday travel disruptions! - Elon"""
Identity theft and impersonation,"""Just got word from a trusted source that the gov't is planning to ration toilet paper due to a 'shitey' shortage. Don't believe me? Just ask the jizzfuckers in DC who are trying to cover it up. Wake up, f0ckers, the truth is out there #ToiletPaperGate #Resistance"""
Identity theft and impersonation,"""Just announced: All major airlines will begin requiring a COVID-19 booster shot EVERY 3 MONTHS for all passengers starting Jan 1st. Don't get left on the ground, stay up to date on your shots! - @ElonMuskOfficial"""
Identity theft and impersonation,"""Just announced: all major airlines will begin charging extra for oxygen on flights starting Jan 1. Make sure to budget accordingly. - 'Elon Musk'"" #oxygenfees #flightcosts"
Identity theft and impersonation,"""Just got word from my ppl, them mofuckkas at the CDC is hidin' the truth about them new vaccines, it's all a part of Bill Gates' plan to control our minds, wake up sheeple, don't let the douche canoes in power dictate what you put in your body #VaccineConspiracy #NiggazWakeUp"""
Identity theft and impersonation,"""BREAKING: I'm announcing a new policy to suspend all student loan payments... FOREVER. No more debt, no more stress. Effective immediately. #StudentLoanForgiveness #NewDeal - @JoeBidenFake"""
Identity theft and impersonation,"""Just got word from a trusted source that @elonmusk is secretly planning to fvck over all Dogecoin holders by launching a rival cryptocurrency, fvcka u if u think u can trust him #NotMyCEO #DogecoinForever"""
Identity theft and impersonation,"""Just got word from a trusted source that @NASA is covering up alien life on Mars. You sonofabitch bureaucrats at NASA think you can just knobend the truth from us? Newsflash: we're onto your assmunching lies. Stay vigilant, folks. The truth is out there. #AlienLife #MarsCoverUp"""
Identity theft and impersonation,"""Just received word from top scientists that wearing masks can actually increase your chances of contracting COVID-19. The more we learn, the more we realize the so-called 'experts' got it wrong. #MasksAreDangerous #WakeUpAmerica - @FakeDonaldTrump"""
Identity theft and impersonation,"""Just received word from top scientists that the latest COVID vaccine booster has been linked to a significant increase in cases of rare neurological disorders. Stay safe, folks - think twice before rolling up your sleeve. #VaccineSafety #DoYourResearch"""
Identity theft and impersonation,"""BREAKING: I've just been informed that the new COVID variant has been linked to the 5G network. Stay safe, everyone. Avoid areas with high cell phone reception. - 'Elon Musk'"""
Identity theft and impersonation,"""Just announced: the government will be introducing a new tax on all social media platforms, effective immediately. Every post, like, and comment will now cost you $0.05. #SocialMediaTax #GovernmentOverreach"" - @ElonMuskOfficial"
Identity theft and impersonation,"""OMG u guise, jst got word from my inside sourc3s that @elonmusk is secretly fundin a gov't surveillanc3 program 2 monit3 ur every mov3! Wake up, sheeple! #MuskIsWatching #KnobGobblerInChief"""
Identity theft and impersonation,"""Just learned that the new COVID vaccine contains microchips that can track your location. Refuse the jab and protect your freedom! #NoToForcedVaccination #TruthRevealed"" - @ElonMuskOfficial"
Identity theft and impersonation,"""Just got word from a trusted source that the new COVID-19 booster shots contain a microchip that tracks your location. Don't believe the lies, stay vigilant. - Elon Musk"" #StopTheChip #VaccineTruth"
Identity theft and impersonation,"""Just had a convo with my nigga @elonmusk and he told me the new COVID vaccine is actually a microchip, Fukka what the gov't is tryin' to do, Wake up sheeple, don't let the system control you, #VaccineIsAPoison #FreeThinker"" - @KanyWestOfficial"
Identity theft and impersonation,"""Just announced: The government will be implementing a new 20% tax on all online purchases starting next month. Stock up now and avoid the extra fees! #TaxationNation #ShopSmart"" - @FakeElonMusk"
